restaurent_name,location,ratings,number_of_rating,Food Item Name,item_prices,item_description,category
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Cheese Meltdown with Cheese Burger,189,"Cheese oozing spicy veg patty, veggies, Cheese slice and creamy sauce. An indulgent treat from our King's Collection!",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Paneer Overload with Cheese Burger,199,"A patty with paneer sandiwched with masala, veggies, Cheese slice and creamy sauce. An indulgent treat from our King's Collection!",Burgers & Wraps
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Makhani Burst Burger,80,Enjoy rich makhani flavour with crispy chicken patty topped with fresh onion,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy Chicken Wrap,80,"Wrap loaded with crispy chicken patty, crunchy onions and tangy sauce",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Fries (5 Pcs) + 1 Dip,99,Chicken Fries 5 PCS + 1 Fiery Hell Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,2 Dips Combo Pack,40,Easy Cheesy Dip + Fiery Hell Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Crispy veg Wrap,60,"Our crispy veg patty, topped with salad mix, our signature sauce wrapped in a grilled paratha",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Makhani Burst Double Patty Burger,120,Enjoy rich makhani flavour with crispy chicken double patty topped with fresh onion,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Boneless Wings(Regular) + 1 Dip,169,Boneless Wings Regular + 1 Sweet Spice Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Boneless Wings(Large) + 1 Dip,269,Boneless Wings(Large) + 1 Sweet Spice Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Crunchy Volcano,60,"Be ready for a crunchy, saucy, explosion. A crunchy volcano shell filled with beans & veg mix, chef's secret sauce, fresh onion & crisp lettuce.",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Tikki Twist Burger,60,"Tikki bhi, Twist bhi! Our new signature burger with spicy sauce, onion, mix veg patty & a crunchy twist!",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Makhani Burst Burger,60,Enjoy rich makhani flavour with mix veg patty topped up with fresh onion,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veggie Strips(5Pcs) + 1 Dip,69,Veggie Strips(5Pcs) + 1 Easy Cheesy Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Egg Wrap,80,"A fresh and fluffy  egg patty loaded with juicy veggies, topped with a delightful spicy sauce, wrapped in a grilled paratha",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Tikki Twist Double Patty Burger,80,"Tikki bhi, Twist bhi! Our new signature burger with spicy sauce, onion, mix veg double patty & a crunchy twist!",What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veg Makhani Burst Double Patty Burger,80,Enjoy rich makhani flavour with mix veg double patty topped up with fresh onion,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chocolate Mousse Cup,109,Airy and creamy chocolate mousse topped with chocolate ganache and choco chips,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Fries + Veg Strips + 2 Dips,174,1 Fries +4  Veg strips + 1 Sweet Spice Dip + 1 Easy Cheesy Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,My Fries & Dips Pack,200,1 Fries + 2 Boneless Wings + 1 Fiery Hell Dip  +1  Easy cheesy Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,My Fries & Dips Pack - Non Veg,204,1 Fries + 4 Chicken Fries + 1 Fiery Hell Dip + 1 Easy Cheesy Dip,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Choco Lava Cup,109,Melty Chocolate filled in cupcake,What's New
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Fiery Hell Dip,20,Chefs Special Spicy Sauce,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Sweet N Spice Dip,20,Honey Mustard Sauce,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Easy Cheesy Dip,20,Cheese & Jalapeno Sauce,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Hashbrown,29,What every potato wants to be.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Veggie Strips - 5 Pcs,49,Vegetarian's favourite finger food.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chicken Fries (5 Pcs),79,Chicken in a spicy new avatar.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Medium Fries,85,The perfect crispy partner.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Fries,99,The perfect crispy partner.,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Medium Peri Peri Fries,105,Crispy fries with peri peri spice. Hot indeed,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Cheesy Fries,109,"Crispy french fries, loads of cheese, yum!",Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Creamy Italian  Fries,109,The lip-smacking duo of creamy classic mayo and tangy tomato herb mayo make these fries very hard to resist!,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Peri Peri Fries,119,Crispy fries with peri peri spice. Hot indeed,Sides
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Chocolate Thick Shake,149,Our signature chocolate thick shake.,Beverages
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Mango Thick Shake,149,Our signature mango thick shake.,Beverages
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Berry Blast Thick Shake,149,Rich Creamy Black Currant Thick shake,Beverages
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Boneless Wings Regular,149,4pcs Boneless Chicken Bites,Chicken Wings
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Boneless Wings Large,249,7pcs Boneless Chicken Bites,Chicken Wings
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,Hashbrown,29,What every potato wants to be.,Breakfast With BK
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000+ ratings,King Egg Wrap,80,"A fresh and fluffy  egg patty loaded with juicy veggies, topped with a delightful spicy sauce, wrapped in a grilled paratha",Breakfast With BK
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Choco Brownie Fudge,185,"This piece of indulgence has a good twist of chocolate walnut brownie topped with chocolate ice cream with smooth chocolate fudge, Whipped cream, nuts and cherry.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Chocozilla,185,"Brace yourself for what only seems like Charlie's best from the factory. Chocolate ice cream, chocolate bar, gooey chocolate cake, chocolate sauce, Laced with whipped cream, with oreo chunk sprinkles and a rich garnish of chocolate waffle, Gems, Chocos and some more chocolate bar.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Hot Chocolate Fudge (Regular),135,Vanilla ice cream dressed in some inviting hot chocolate fudge and sprinkled generously with cashew nuts.,Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Death By Chocolate,210,"The Classic - A dangerous combination of vanilla ice cream and gallons of hot chocolate fudge, Armed with the yumminess of dark chocolate cake & roasted cashewnuts.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Mango Berry,155,"A crazy combination of Vanilla & Mango Ice Cream topped with the most sinful berries, Mango pulp and caramel crackle for that extra crunch.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Gudbud,165,"A mish mash of Vanilla, Strawberry & Pineapple Ice creams, Fruits and Dry Fruits topped with Pineapple pulp.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Fruit Zest,175,"A great mix of fruity goodness and topped generously with strawberry, mango and vanilla ice cream, and nuts!  Topped with pineapple fruit preparation.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Lychee Sundae,185,Velvety and silky smooth ice cream flavored with delicious chunks of fresh lychees.,Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Dry Fruit Special,175,"Fully loaded dry fruits like raisin, almonds, dates, and cashew with creamy vanilla ice cream fortified with cherry.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Chocolate Tremor,145,"Sinful combination of vanilla ice cream, chocolate sauce and roasted peanuts covered in a crunchy and nutty chocolate crust.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Tiramisu Grande,297,"Lush Coffee Ice cream and dark chocolate cake drizzled with chocolate & mocha sauce, topped with chocolate shavings.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Berry Mascarpone,297,"Cranberry Ice Cream, with dried cranberry & swirls of Cherry compote, Topped with White Chocolate Shavings.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Cranberry Cravings,297,"Cranberry Ice Cream, with dried cranberry & swirls of Cherry compote, Topped with White Chocolate Shavings.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Gift Pack,0,Start a Yummy Affair with our All New Gift Box. Choose any two flavours from our Sundae Tub Range.,Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Choco Walnut Crust,423,"Wow that crackling feeling! sinful layers of chocolate ice cream, Chocolate cake, Chocolate crust & walnuts for those little celebrations in life.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Red N White,423,"Red velvet ice cream cake for every occasion! delectable layers of red velvet ice cream, red velvet cake, blueberries & white chocolate shavings to kick start the celebrations.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Black Forest Cake (Regular),869,"Our take of the classic. Chocolate cake layered with creamy Vanilla Ice cream, enrobed in Chocolate Shavings and topped with Cherries.",Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Chocolate Truffle Cake (Regular),959,For the Chocolate Addicts. Sumptuous layers of Rich Chocolate Ice cream & Rich Chocolate Cake all covered with Premium Chocolate Ganache.,Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Butterscotch Crunch,869,Creamy Butterscotch ice cream layered between caramel sauce and vannila sopnge covered with soft cream & caramel crackles to add  that sweet crunch to your celebrations.,Recommended
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Brownie Fudge,175,"A classic favorite and for good reason, a foundation of chunky nutty walnut brownie, coated with vanilla ice cream, hot chocolate fudge and generously finished with dollops of whipped cream and a cherry, for extra cheer.",Chocolate Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Choco Brownie Fudge,185,"This piece of indulgence has a good twist of chocolate walnut brownie topped with chocolate ice cream with smooth chocolate fudge, Whipped cream, nuts and cherry.",Chocolate Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Chocozilla,185,"Brace yourself for what only seems like Charlie's best from the factory. Chocolate ice cream, chocolate bar, gooey chocolate cake, chocolate sauce, Laced with whipped cream, with oreo chunk sprinkles and a rich garnish of chocolate waffle, Gems, Chocos and some more chocolate bar.",Chocolate Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Cookie Monster,185,"A drool worthy combination of crushed waffle cones, Smooth vanilla ice cream, Chocolate chips, Chocolate sponge and lots more topped with whipped cream and loaded with oreo cookies, Makes this one amazing creation.",Chocolate Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Hot Chocolate Fudge (Regular),135,Vanilla ice cream dressed in some inviting hot chocolate fudge and sprinkled generously with cashew nuts.,Chocolate Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Hot Chocolate Fudge (Jumbo),175,"Gooey chocolate fudge & Roasted Cashews on silky smooth Vanilla ice cream, Enough to take one on a dreamy voyage.",Chocolate Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Rocky Road,175,"Coffee Brazilia, Chocolate & Vanilla Ice Creams topped with Roasted Almonds, Chocochip & drizzle of Mocha Sauce.",Chocolate Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Red Velvet Choco Sin,185,Creamy vanilla ice cream and gallons of hot chocolate fudge with the yumminess of red velvet cake.,Chocolate Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,My DBC,175,"The ""Not to be Shared"" personal version of our Classic DBC. It has all the goodness of the classic like Vanilla Ice Cream, Hot Chocolate Fudge, Rich Chocolate Cake & Roasted Cashewnuts but in a smaller avatar.",Death By Chocolate
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Death By Chocolate,210,"The Classic - A dangerous combination of vanilla ice cream and gallons of hot chocolate fudge, Armed with the yumminess of dark chocolate cake & roasted cashewnuts.",Death By Chocolate
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Mango Berry,155,"A crazy combination of Vanilla & Mango Ice Cream topped with the most sinful berries, Mango pulp and caramel crackle for that extra crunch.",Fruit Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Gudbud,165,"A mish mash of Vanilla, Strawberry & Pineapple Ice creams, Fruits and Dry Fruits topped with Pineapple pulp.",Fruit Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Fruit Zest,175,"A great mix of fruity goodness and topped generously with strawberry, mango and vanilla ice cream, and nuts!  Topped with pineapple fruit preparation.",Fruit Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Lychee Sundae,185,Velvety and silky smooth ice cream flavored with delicious chunks of fresh lychees.,Fruit Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Classic Banana Split,179,"Banana drizzled with Caramel Sauce with Vanilla, Strawberry & Chocolate Ice creams topped with Pineapple crush, Chocolate Sauce & strawberry sauce, whipped cream cherries & roasted cashewnuts.",Fruit Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Pine Passion,145,A mix of Pineapple ice cream topped with Pine apple Fruit & Pineapple Compote.,Fruit Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Dry Fruit Special,175,"Fully loaded dry fruits like raisin, almonds, dates, and cashew with creamy vanilla ice cream fortified with cherry.",Fundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Butter Scotch Blast,165,"Butterscotch ice cream, caramel and chocolate toppings and cashewnuts.",Fundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Ice Cream Pizza Slice,125,A cake for the base and topped with jelly and ice cream; The ice cream pizza.,Fundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Banoffee Sundae,185,"Ripe Bananas , Roasted Almonds with Butterscotch & Vanilla Ice Cream and hot chocolate sauce, Caramel Sauce topped with Chocochips & whipped cream.",Fundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Deep Purple,155,"Luscious blackcurrant ice cream mixed with scoops of various other ice cream, topped with black currant and nuts.",Fundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Chocolate Blush,135,Strawberry ice cream and Rich chocolate cake covered with chocolate sauce and topped with cashew nuts.,Knockout Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Caramel Peanut Twist,135,"Butterscotch ice cream and banana covered with caramel , mocha sauce and topped with caramel bits and roasted peanuts.",Knockout Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Royale Dark Fantasy,135,"Chocolate lovers dream. Sinful combination of chocolate ice cream, rich chocolate cake and chocolate sauce topped with roasted peanuts",Knockout Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Chocolate Tremor,145,"Sinful combination of vanilla ice cream, chocolate sauce and roasted peanuts covered in a crunchy and nutty chocolate crust.",Knockout Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Triple Luv,145,"Triple delight of vanilla, Pista, and Fruit punch ice creams topped with dried fruits and drizzle of honey.",Knockout Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Bada Gudbud,297,"A mish mash of vanilla & strawberry ice cream, pineapple pulp, and topped with dry fruits in a pre-packed ice cream sundae tub.",Take Away Sundae Tubs
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Brownie Fudge,297,"Gooey chocolate walnut brownie, Topped with smooth vanilla ice cream and Chocolate fudge in a pre-packed ice cream sundae tub.",Take Away Sundae Tubs
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae tub Choco Blocka,297,"Soft sponge chocolate cake, smooth and Creamy chocolate ice cream and Swirls of chocolate fudge in a pre-packed ice cream sundae tub.",Take Away Sundae Tubs
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Tiramisu Grande,297,"Lush Coffee Ice cream and dark chocolate cake drizzled with chocolate & mocha sauce, topped with chocolate shavings.",Take Away Sundae Tubs
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Berry Mascarpone,297,"Cranberry Ice Cream, with dried cranberry & swirls of Cherry compote, Topped with White Chocolate Shavings.",Take Away Sundae Tubs
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Cranberry Cravings,297,"Cranberry Ice Cream, with dried cranberry & swirls of Cherry compote, Topped with White Chocolate Shavings.",Take Away Sundae Tubs
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Seven Wonders,289,Seven Assorted Ice Cream Flavours with 1 Topping.,Family Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Family Pizza,435,Indulge in this innovative medley of Ice cream and Cheese topped with the goodness of your favorite drizzle of Lemon & Strawberry sauce and Fruity Jelly Cubes.,Family Sundaes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Sundae Tub Gift Pack,0,Start a Yummy Affair with our All New Gift Box. Choose any two flavours from our Sundae Tub Range.,Gifting
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Choco Walnut Crust,423,"Wow that crackling feeling! sinful layers of chocolate ice cream, Chocolate cake, Chocolate crust & walnuts for those little celebrations in life.",Little Celeb Ice Cream Cakes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Red N White,423,"Red velvet ice cream cake for every occasion! delectable layers of red velvet ice cream, red velvet cake, blueberries & white chocolate shavings to kick start the celebrations.",Little Celeb Ice Cream Cakes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Alphonso Mango Sorbet,65,Melt in the mouth alphonso mango cubes.,Sorbet
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Guava Chilli Sorbet,79,Yummy Guava sorbet cubes with a drizzle of chilly & salt.,Sorbet
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Alphonso Mango Chilli Sorbet,79,Melt in the mouth alphonso mango cubes  with a drizzle of chilly & salt.,Sorbet
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Black Forest Cake (Regular),869,"Our take of the classic. Chocolate cake layered with creamy Vanilla Ice cream, enrobed in Chocolate Shavings and topped with Cherries.",Ice Cream Cakes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Chocolate Truffle Cake (Regular),959,For the Chocolate Addicts. Sumptuous layers of Rich Chocolate Ice cream & Rich Chocolate Cake all covered with Premium Chocolate Ganache.,Ice Cream Cakes
Polar Bear,"VV Puram, Shankarapura",4.5,100+ ratings,Butterscotch Crunch,869,Creamy Butterscotch ice cream layered between caramel sauce and vannila sopnge covered with soft cream & caramel crackles to add  that sweet crunch to your celebrations.,Ice Cream Cakes
